"tcgaGD_data_protein","frame_tcgaGDC_data_GE_counts","frame_tcgaGD_data_Meth","frame_tcgaGDC_data_CNV_genelevel","frame_tcgaLGG_data_RNA_normalized"
NA,NA,NA,"TCGA-02-0059",NA
NA,NA,NA,"TCGA-02-0059",NA
NA,NA,NA,"TCGA-02-0038",NA
NA,NA,NA,"TCGA-02-0038",NA
NA,NA,NA,"TCGA-02-0027",NA
NA,NA,NA,"TCGA-02-0027",NA
NA,NA,NA,"TCGA-06-6389",NA
NA,NA,NA,"TCGA-06-6389",NA
NA,NA,NA,"TCGA-28-5218",NA
NA,NA,NA,"TCGA-28-5218",NA
NA,NA,NA,"TCGA-02-2485",NA
NA,NA,NA,"TCGA-02-2485",NA
NA,NA,NA,"TCGA-19-A6J5",NA
NA,NA,NA,"TCGA-19-A6J5",NA
NA,NA,NA,"TCGA-16-1063",NA
NA,NA,NA,"TCGA-16-1063",NA
NA,NA,NA,"TCGA-06-0744",NA
NA,NA,NA,"TCGA-06-0744",NA
NA,NA,NA,"TCGA-26-1443",NA
NA,NA,NA,"TCGA-26-1443",NA
NA,NA,NA,"TCGA-76-6286",NA
NA,NA,NA,"TCGA-76-6286",NA
NA,NA,NA,"TCGA-06-0127",NA
NA,NA,NA,"TCGA-06-0127",NA
NA,NA,NA,"TCGA-26-A7UX",NA
NA,NA,NA,"TCGA-26-A7UX",NA
NA,NA,NA,"TCGA-16-0849",NA
NA,NA,NA,"TCGA-16-0849",NA
NA,NA,NA,"TCGA-14-1825",NA
NA,NA,NA,"TCGA-14-1825",NA
NA,NA,NA,"TCGA-06-0152",NA
NA,NA,NA,"TCGA-06-0152",NA
NA,NA,NA,"TCGA-RR-A6KA",NA
NA,NA,NA,"TCGA-RR-A6KA",NA
NA,NA,NA,"TCGA-06-0878",NA
NA,NA,NA,"TCGA-06-0878",NA
NA,NA,NA,"TCGA-06-0122",NA
NA,NA,NA,"TCGA-06-0122",NA
NA,NA,NA,"TCGA-06-0140",NA
NA,NA,NA,"TCGA-06-0140",NA
NA,NA,NA,"TCGA-27-1837",NA
NA,NA,NA,"TCGA-27-1837",NA
NA,NA,NA,"TCGA-14-1452",NA
NA,NA,NA,"TCGA-14-1452",NA
NA,NA,NA,"TCGA-12-0828",NA
NA,NA,NA,"TCGA-12-0828",NA
NA,NA,NA,"TCGA-12-0707",NA
NA,NA,NA,"TCGA-12-0707",NA
NA,NA,NA,"TCGA-06-5859",NA
NA,NA,NA,"TCGA-06-5859",NA
NA,NA,NA,"TCGA-12-0691",NA
NA,NA,NA,"TCGA-12-0691",NA
NA,NA,NA,"TCGA-06-0189",NA
NA,NA,NA,"TCGA-06-0189",NA
NA,NA,NA,"TCGA-12-1600",NA
NA,NA,NA,"TCGA-12-1600",NA
NA,NA,NA,"TCGA-06-0148",NA
NA,NA,NA,"TCGA-06-0148",NA
NA,NA,NA,"TCGA-02-0047",NA
NA,NA,NA,"TCGA-02-0047",NA
NA,NA,NA,"TCGA-19-5954",NA
NA,NA,NA,"TCGA-19-5954",NA
NA,NA,NA,"TCGA-12-0703",NA
NA,NA,NA,"TCGA-12-0703",NA
NA,NA,NA,"TCGA-06-0166",NA
NA,NA,NA,"TCGA-06-0166",NA
NA,NA,NA,"TCGA-19-4065",NA
NA,NA,NA,"TCGA-19-4065",NA
NA,NA,NA,"TCGA-27-2528",NA
NA,NA,NA,"TCGA-27-2528",NA
NA,NA,NA,"TCGA-12-0653",NA
NA,NA,NA,"TCGA-12-0653",NA
NA,NA,NA,"TCGA-12-0818",NA
NA,NA,NA,"TCGA-12-0818",NA
NA,NA,NA,"TCGA-76-4934",NA
NA,NA,NA,"TCGA-76-4934",NA
NA,NA,NA,"TCGA-32-2495",NA
NA,NA,NA,"TCGA-32-2495",NA
NA,NA,NA,"TCGA-08-0358",NA
NA,NA,NA,"TCGA-08-0358",NA
NA,NA,NA,"TCGA-06-6695",NA
NA,NA,NA,"TCGA-06-6695",NA
NA,NA,NA,"TCGA-27-2524",NA
NA,NA,NA,"TCGA-27-2524",NA
NA,NA,NA,"TCGA-08-0356",NA
NA,NA,NA,"TCGA-08-0356",NA
NA,NA,NA,"TCGA-76-4928",NA
NA,NA,NA,"TCGA-76-4928",NA
NA,NA,NA,"TCGA-32-2498",NA
NA,NA,NA,"TCGA-32-2498",NA
NA,NA,NA,"TCGA-28-2501",NA
NA,NA,NA,"TCGA-28-2501",NA
NA,NA,NA,"TCGA-32-4208",NA
NA,NA,NA,"TCGA-32-4208",NA
NA,NA,NA,"TCGA-76-6192",NA
NA,NA,NA,"TCGA-76-6192",NA
NA,NA,NA,"TCGA-06-0185",NA
NA,NA,NA,"TCGA-06-0185",NA
NA,NA,NA,"TCGA-41-3915",NA
NA,NA,NA,"TCGA-41-3915",NA
NA,NA,NA,"TCGA-32-4719",NA
NA,NA,NA,"TCGA-32-4719",NA
NA,NA,NA,"TCGA-06-0157",NA
NA,NA,NA,"TCGA-06-0157",NA
NA,NA,NA,"TCGA-02-2483",NA
NA,NA,NA,"TCGA-02-2483",NA
NA,NA,NA,"TCGA-14-1453",NA
NA,NA,NA,"TCGA-14-1453",NA
NA,NA,NA,"TCGA-02-0075",NA
NA,NA,NA,"TCGA-02-0075",NA
NA,NA,NA,"TCGA-06-5413",NA
NA,NA,NA,"TCGA-06-5413",NA
NA,NA,NA,"TCGA-06-6694",NA
NA,NA,NA,"TCGA-06-6694",NA
NA,NA,NA,"TCGA-76-4926",NA
NA,NA,NA,"TCGA-76-4926",NA
NA,NA,NA,"TCGA-06-0124",NA
NA,NA,NA,"TCGA-06-0124",NA
NA,NA,NA,"TCGA-12-1099",NA
NA,NA,NA,"TCGA-12-1099",NA
NA,NA,NA,"TCGA-12-0662",NA
NA,NA,NA,"TCGA-12-0662",NA
NA,NA,NA,"TCGA-02-0060",NA
NA,NA,NA,"TCGA-02-0060",NA
NA,NA,NA,"TCGA-32-5222",NA
NA,NA,NA,"TCGA-32-5222",NA
NA,NA,NA,"TCGA-06-0169",NA
NA,NA,NA,"TCGA-06-0169",NA
NA,NA,NA,"TCGA-06-0141",NA
NA,NA,NA,"TCGA-06-0141",NA
NA,NA,NA,"TCGA-19-0957",NA
NA,NA,NA,"TCGA-19-0957",NA
NA,NA,NA,"TCGA-41-2575",NA
NA,NA,NA,"TCGA-41-2575",NA
NA,NA,NA,"TCGA-32-1970",NA
NA,NA,NA,"TCGA-32-1970",NA
NA,NA,NA,"TCGA-02-0016",NA
NA,NA,NA,"TCGA-02-0016",NA
NA,NA,NA,"TCGA-06-0187",NA
NA,NA,NA,"TCGA-06-0187",NA
NA,NA,NA,"TCGA-27-2521",NA
NA,NA,NA,"TCGA-27-2521",NA
NA,NA,NA,"TCGA-14-0865",NA
NA,NA,NA,"TCGA-14-0865",NA
NA,NA,NA,"TCGA-06-0147",NA
NA,NA,NA,"TCGA-06-0147",NA
NA,NA,NA,"TCGA-19-2629",NA
NA,NA,NA,"TCGA-19-2629",NA
NA,NA,NA,"TCGA-12-3653",NA
NA,NA,NA,"TCGA-12-3653",NA
NA,NA,NA,"TCGA-12-1089",NA
NA,NA,NA,"TCGA-12-1089",NA
NA,NA,NA,"TCGA-06-6388",NA
NA,NA,NA,"TCGA-06-6388",NA
NA,NA,NA,"TCGA-06-2562",NA
NA,NA,NA,"TCGA-06-2562",NA
NA,NA,NA,"TCGA-16-1060",NA
NA,NA,NA,"TCGA-16-1060",NA
NA,NA,NA,"TCGA-06-0152",NA
NA,NA,NA,"TCGA-06-0152",NA
NA,NA,NA,"TCGA-12-1096",NA
NA,NA,NA,"TCGA-12-1096",NA
NA,NA,NA,"TCGA-12-3651",NA
NA,NA,NA,"TCGA-12-3651",NA
NA,NA,NA,"TCGA-14-0740",NA
NA,NA,NA,"TCGA-14-0740",NA
NA,NA,NA,"TCGA-06-0143",NA
NA,NA,NA,"TCGA-06-0143",NA
NA,NA,NA,"TCGA-19-5947",NA
NA,NA,NA,"TCGA-19-5947",NA
NA,NA,NA,"TCGA-08-0245",NA
NA,NA,NA,"TCGA-08-0245",NA
NA,NA,NA,"TCGA-12-1093",NA
NA,NA,NA,"TCGA-12-1093",NA
NA,NA,NA,"TCGA-06-0745",NA
NA,NA,NA,"TCGA-06-0745",NA
NA,NA,NA,"TCGA-06-0216",NA
NA,NA,NA,"TCGA-06-0216",NA
NA,NA,NA,"TCGA-14-1454",NA
NA,NA,NA,"TCGA-14-1454",NA
NA,NA,NA,"TCGA-06-6699",NA
NA,NA,NA,"TCGA-06-6699",NA
NA,NA,NA,"TCGA-12-0657",NA
NA,NA,NA,"TCGA-12-0657",NA
NA,NA,NA,"TCGA-27-1836",NA
NA,NA,NA,"TCGA-27-1836",NA
NA,NA,NA,"TCGA-06-0174",NA
NA,NA,NA,"TCGA-06-0174",NA
NA,NA,NA,"TCGA-14-1043",NA
NA,NA,NA,"TCGA-14-1043",NA
NA,NA,NA,"TCGA-02-0058",NA
NA,NA,NA,"TCGA-02-0058",NA
NA,NA,NA,"TCGA-19-5960",NA
NA,NA,NA,"TCGA-19-5960",NA
NA,NA,NA,"TCGA-06-0119",NA
NA,NA,NA,"TCGA-06-0119",NA
NA,NA,NA,"TCGA-06-5418",NA
NA,NA,NA,"TCGA-06-5418",NA
NA,NA,NA,"TCGA-19-1389",NA
NA,NA,NA,"TCGA-19-1389",NA
NA,NA,NA,"TCGA-14-0736",NA
NA,NA,NA,"TCGA-14-0736",NA
NA,NA,NA,"TCGA-14-1402",NA
NA,NA,NA,"TCGA-14-1402",NA
NA,NA,NA,"TCGA-19-4065",NA
NA,NA,NA,"TCGA-19-4065",NA
NA,NA,NA,"TCGA-76-6664",NA
NA,NA,NA,"TCGA-76-6664",NA
NA,NA,NA,"TCGA-06-0206",NA
NA,NA,NA,"TCGA-06-0206",NA
NA,NA,NA,"TCGA-06-0879",NA
NA,NA,NA,"TCGA-06-0879",NA
NA,NA,NA,"TCGA-02-0104",NA
NA,NA,NA,"TCGA-02-0104",NA
NA,NA,NA,"TCGA-06-0939",NA
NA,NA,NA,"TCGA-06-0939",NA
NA,NA,NA,"TCGA-27-2526",NA
NA,NA,NA,"TCGA-27-2526",NA
NA,NA,NA,"TCGA-06-0650",NA
NA,NA,NA,"TCGA-06-0650",NA
NA,NA,NA,"TCGA-06-0154",NA
NA,NA,NA,"TCGA-06-0154",NA
NA,NA,NA,"TCGA-27-2519",NA
NA,NA,NA,"TCGA-27-2519",NA
NA,NA,NA,"TCGA-16-1056",NA
NA,NA,NA,"TCGA-16-1056",NA
NA,NA,NA,"TCGA-76-6660",NA
NA,NA,NA,"TCGA-76-6660",NA
NA,NA,NA,"TCGA-06-0241",NA
NA,NA,NA,"TCGA-06-0241",NA
NA,NA,NA,"TCGA-06-0138",NA
NA,NA,NA,"TCGA-06-0138",NA
NA,NA,NA,"TCGA-12-0776",NA
NA,NA,NA,"TCGA-12-0776",NA
NA,NA,NA,"TCGA-02-0054",NA
NA,NA,NA,"TCGA-02-0054",NA
NA,NA,NA,"TCGA-28-5204",NA
NA,NA,NA,"TCGA-28-5204",NA
NA,NA,NA,"TCGA-08-0392",NA
NA,NA,NA,"TCGA-08-0392",NA
NA,NA,NA,"TCGA-76-6280",NA
NA,NA,NA,"TCGA-76-6280",NA
NA,NA,NA,"TCGA-32-2638",NA
NA,NA,NA,"TCGA-32-2638",NA
NA,NA,NA,"TCGA-02-0107",NA
NA,NA,NA,"TCGA-02-0107",NA
NA,NA,NA,"TCGA-06-0195",NA
NA,NA,NA,"TCGA-06-0195",NA
NA,NA,NA,"TCGA-06-6390",NA
NA,NA,NA,"TCGA-06-6390",NA
NA,NA,NA,"TCGA-19-1786",NA
NA,NA,NA,"TCGA-19-1786",NA
NA,NA,NA,"TCGA-06-6693",NA
NA,NA,NA,"TCGA-06-6693",NA
NA,NA,NA,"TCGA-12-0656",NA
NA,NA,NA,"TCGA-12-0656",NA
NA,NA,NA,"TCGA-08-0355",NA
NA,NA,NA,"TCGA-08-0355",NA
NA,NA,NA,"TCGA-12-0670",NA
NA,NA,NA,"TCGA-12-0670",NA
NA,NA,NA,"TCGA-28-5208",NA
NA,NA,NA,"TCGA-28-5208",NA
NA,NA,NA,"TCGA-06-0128",NA
NA,NA,NA,"TCGA-06-0128",NA
NA,NA,NA,"TCGA-19-5952",NA
NA,NA,NA,"TCGA-19-5952",NA
NA,NA,NA,"TCGA-02-0116",NA
NA,NA,NA,"TCGA-02-0116",NA
NA,NA,NA,"TCGA-27-1833",NA
NA,NA,NA,"TCGA-27-1833",NA
NA,NA,NA,"TCGA-12-1098",NA
NA,NA,NA,"TCGA-12-1098",NA
NA,NA,NA,"TCGA-06-0158",NA
NA,NA,NA,"TCGA-06-0158",NA
NA,NA,NA,"TCGA-15-0742",NA
NA,NA,NA,"TCGA-15-0742",NA
NA,NA,NA,"TCGA-02-0085",NA
NA,NA,NA,"TCGA-02-0085",NA
NA,NA,NA,"TCGA-26-1438",NA
NA,NA,NA,"TCGA-26-1438",NA
NA,NA,NA,"TCGA-32-1991",NA
NA,NA,NA,"TCGA-32-1991",NA
NA,NA,NA,"TCGA-06-0749",NA
NA,NA,NA,"TCGA-06-0749",NA
